date,gdp,cpi,unemployment,fed_rate,employment,money_supply,log_gdp
2023-03-31,27164.359,301.19166666666666,3.533333333333333,4.516666666666667,155012.33333333334,21089.233333333334,10.209661062167555
2023-06-30,27453.815,303.4243333333333,3.533333333333333,4.989999999999999,155624.0,20771.366666666665,10.220260417244427
2023-09-30,27967.697,306.0423333333333,3.6666666666666665,5.260000000000001,156176.33333333334,20746.733333333334,10.238805444586507
2023-12-31,28296.967,308.15833333333336,3.8000000000000003,5.33,156703.66666666666,20695.3,10.250509904743001
2024-03-31,28624.069,310.97433333333333,3.8333333333333335,5.33,157279.0,20845.233333333334,10.262003216310156
2024-06-30,29016.714,313.09566666666666,4.0,5.33,157792.66666666666,20998.3,10.275627287773306
2024-09-30,29374.914,314.18266666666665,4.166666666666667,5.263333333333333,158130.33333333334,21185.0,10.2878963237826
2024-12-31,29723.864,316.53866666666664,4.133333333333333,4.6499999999999995,158639.66666666666,21396.433333333334,10.299705503839629
2025-03-31,29962.047,319.492,4.1000000000000005,4.33,159161.0,21613.233333333334,10.307686759729725
2025-06-30,29962.047,320.45050000000003,4.2,4.33,159491.5,21902.2,10.307686759729725
