iter	RMSE
329	0.006656713771
330	0.006648104338
331	0.00661171434
332	0.006601827389
333	0.006562478869
334	0.006554089139
335	0.006545674443
336	0.006537619684
337	0.006528914393
338	0.006520428402
339	0.006512601288
340	0.006475984391
341	0.006467265813
342	0.006441929768
343	0.006432547573
344	0.006425062549
345	0.006386861737
346	0.006377636807
347	0.006370033091
348	0.006363013675
349	0.006332068257
350	0.006308052271
351	0.006299439983
352	0.006292718085
353	0.006270844386
354	0.006234143575
355	0.006201585945
356	0.006179800919
357	0.006172954635
358	0.00616608961
359	0.006159380736
360	0.006152929124
361	0.00614649861
362	0.006139944875
363	0.006133531519
364	0.006127330723
365	0.006115114299
366	0.006109046741
367	0.006102692071
368	0.006096731398
369	0.006057027476
370	0.006051055812
371	0.006032427107
372	0.006026437861
373	0.006020743628
374	0.006014742357
375	0.006009072868
376	0.005974481637
377	0.005968129377
378	0.005962724389
379	0.005957742183
380	0.005952520419
381	0.005920679606
382	0.005915877438
383	0.005910863316
384	0.005877490671
385	0.005859219752
386	0.005830963406
387	0.005825239516
388	0.005804843316
389	0.005800236641
390	0.005794678953
391	0.005770809508
392	0.005766296535
393	0.005761915088
394	0.005734656472
395	0.005725041513
396	0.005698961535
397	0.005688916658
398	0.005684984612
399	0.005680495107
400	0.005675833396
401	0.005671374718
402	0.005667255146
403	0.00564192991
404	0.005637799377
405	0.005633917025
406	0.005629853616
407	0.005625432076
408	0.005621665088
409	0.005593664901
410	0.005560917303
411	0.00553885334
412	0.005535218861
413	0.005531933621
414	0.005525772827
415	0.005522320649
416	0.005518347358
417	0.005514451009
418	0.005511053373
419	0.005477087814
420	0.005450861196
421	0.005447196416
422	0.005440409625
423	0.005437007098
424	0.005429018339
425	0.00542581419
426	0.005422424591
427	0.005414414684
428	0.005410766374
429	0.00540788063
430	0.005379130602
431	0.005376200632
432	0.005372881629
433	0.005365255295
434	0.005362686322
435	0.005349346598
436	0.005341581406
437	0.005338907696
438	0.005312965394
439	0.005309564792
440	0.005296728799
441	0.005293371185
442	0.005290669599
443	0.005281756684
444	0.005279274374
445	0.005276670754
446	0.005273895638
447	0.005268808092
448	0.005263642091
449	0.005260974683
450	0.005235626757
451	0.005207702691
452	0.00520511771
453	0.005185535245
454	0.005183272414
455	0.00517975332
456	0.005176979379
457	0.005170333392
458	0.005143153023
459	0.005136881753
460	0.005127454304
461	0.005122922614
462	0.005097192359
463	0.005085477737
464	0.005083204727
465	0.00507233285
466	0.005069843467
467	0.005062603002
468	0.005054923247
469	0.00504853384
470	0.005032272548
471	0.0050257385
472	0.00502381664
473	0.005016764251
474	0.005014983171
475	0.004997365848
476	0.004976465305
477	0.004974601266
478	0.004956056335
479	0.004954188854
480	0.004937837141
481	0.004915654638
482	0.004898299546
483	0.004895781614
484	0.004886224942
485	0.004878780128
486	0.004877088897
487	0.004871490053
488	0.004865345985
489	0.004860047809
490	0.00485124091
491	0.00483894231
492	0.00483660449
493	0.004819618953
494	0.004817996427
495	0.004808311707
496	0.004793486441
497	0.004790568411
498	0.004780119078
499	0.004758240945
500	0.004749256632
501	0.004722056242
502	0.004708111474
503	0.004704890281
504	0.004692417104
505	0.004691002268
506	0.004685688298
507	0.00466865035
508	0.004658470185
509	0.00465678463
510	0.004640850378
511	0.004639455322
512	0.004625637914
513	0.004606389962
514	0.004583050707
515	0.004574636551
516	0.004561547201
517	0.004539094354
518	0.004537626555
519	0.004533069225
520	0.004531635253
521	0.004517474447
522	0.004502776193
523	0.004493027425
524	0.004491549285
525	0.004481794831
526	0.004469005774
527	0.004464339556
528	0.004459756284
529	0.004445072725
530	0.004440551204
531	0.004424662783
532	0.00441424733
533	0.00441306688
534	0.004408762125
535	0.004394287454
536	0.004388518121
537	0.004384284487
538	0.004378034164
539	0.004371910398
540	0.004357125157
541	0.004341558744
542	0.004325376461
543	0.004312113671
544	0.004300289809
545	0.004296324124
546	0.004273865567
547	0.004261494094
548	0.004251585028
549	0.004244534043
550	0.004235365673
551	0.004226086655
552	0.004224777319
553	0.004219999448
554	0.004207677077
555	0.004197252111
556	0.004187193318
557	0.004175649847
558	0.004167267085
559	0.00415041901
560	0.00414399961
561	0.004126793201
562	0.004119730621
563	0.004113055516
564	0.004106415106
565	0.004103022645
566	0.004099418077
567	0.004086194881
568	0.004080028195
569	0.004073538481
570	0.00406995544
571	0.004053830266
572	0.004050159112
573	0.004038979691
574	0.004037913859
575	0.00402405813
576	0.004017337872
577	0.004005162399
578	0.003987619398
579	0.003986290711
580	0.003985279968
581	0.003978947894
582	0.003971312655
583	0.003968108938
584	0.003957214801
585	0.003943576776
586	0.003939871357
587	0.003929282461
588	0.00392157437
589	0.003918569828
590	0.003907471268
591	0.003897497707
592	0.003887808065
593	0.003881528109
594	0.003870927074
595	0.003865931355
596	0.00385818482
597	0.003844636407
598	0.003832834854
599	0.003830099858
600	0.003819926846
601	0.003813413925
602	0.003805385173
603	0.003798465464
604	0.003795554639
605	0.00378108063
606	0.003767248317
607	0.00375696914
608	0.003744623874
609	0.003733431023
610	0.003726297868
611	0.003725393727
612	0.003715921966
613	0.003713065438
614	0.00370675014
615	0.003701658658
616	0.003694778864
617	0.003692140413
618	0.003689545884
619	0.0036771451
620	0.003668110175
621	0.003660290307
622	0.003647612555
623	0.003642360906
624	0.003632124022
625	0.003625509337
626	0.003623031768
627	0.003612493061
628	0.003603263989
629	0.003593694094
630	0.003591274753
631	0.003588186461
632	0.003579412
633	0.003573241996
634	0.003566444542
635	0.003550502751
636	0.003544798196
637	0.003532729859
638	0.003527819935
639	0.003516055321
640	0.003507892093
641	0.003503347502
642	0.003493418543
643	0.003488229292
644	0.003482239164
645	0.003475753714
646	0.003471567411
647	0.003462868678
648	0.003456146125
649	0.003449916429
650	0.003446230617
651	0.00344367674
652	0.003439874382
653	0.003432437906
654	0.003428811979
655	0.003425167721
656	0.003420851679
657	0.00341576344
658	0.003408377832
659	0.00340213256
660	0.00339718642
661	0.003392365015
662	0.003390057146
663	0.003379700472
664	0.003373474576
665	0.003358837128
666	0.003352930207
667	0.003348345332
668	0.00334104025
669	0.0033360189
670	0.003328036524
671	0.003321906135
672	0.003307736918
673	0.003305691947
674	0.003297562016
675	0.003289283989
676	0.00327977597
677	0.003272583602
678	0.003268156001
679	0.003260061771
680	0.003256980569
681	0.003252460313
682	0.003246037097
683	0.003238977126
684	0.003233504833
685	0.003226750631
686	0.003220256845
687	0.003213383012
688	0.003203206003
689	0.003197105835
690	0.003190844217
691	0.003185286423
692	0.003181443973
693	0.003177803651
694	0.003171318512
695	0.00316720457
696	0.003161294794
697	0.003155648803
698	0.003149177844
699	0.003143499604
700	0.003138340672
701	0.003132463533
702	0.003130817976
703	0.003119281207
704	0.003117162691
705	0.003114999207
706	0.003110584785
707	0.003097462714
708	0.003090533456
709	0.003087079741
710	0.003082321638
711	0.003066768796
712	0.003063602988
713	0.003057907152
714	0.003054083954
715	0.003052366851
716	0.003041848315
717	0.003032897056
718	0.003026660853
719	0.003020789906
720	0.003015062434
721	0.003005074363
722	0.003000358417
723	0.002995074897
724	0.002989349986
725	0.002978734953
726	0.002973763986
727	0.002970272506
728	0.002967797389
729	0.002957677542
730	0.002953134912
731	0.002943285832
732	0.002937895511
733	0.002934478881
734	0.002932043631
735	0.002929123703
736	0.00292568835
737	0.00292196854
738	0.002915730648
739	0.002908701932
740	0.002907339369
741	0.002904027696
742	0.00289264614
743	0.002891001611
744	0.002888648923
745	0.002882733112
746	0.002878232324
747	0.002869687892
748	0.00286518181
749	0.002861282313
750	0.002855327482
751	0.002851702789
752	0.002848735828
753	0.002844522217
754	0.002837613537
755	0.002828615377
756	0.002822986312
757	0.00281336728
758	0.002808055456
759	0.002802878293
760	0.002798647456
761	0.002796162147
762	0.002791881999
763	0.002787827597
764	0.002782083957
765	0.002777078464
766	0.002773276561
767	0.002767867658
768	0.002758755647
769	0.002753707136
770	0.002748912535
771	0.002744447142
772	0.002741043757
773	0.002735971904
774	0.002730913678
775	0.00272614141
776	0.002715756758
777	0.002713870069
778	0.002710987036
779	0.002706955335
780	0.002694565468
781	0.002691936503
782	0.002680833547
783	0.002672563458
784	0.002670841484
785	0.002666476303
786	0.002662213559
787	0.002655022673
788	0.002650346961
789	0.002646196416
790	0.002641839313
791	0.002633311928
792	0.002625784865
793	0.002619362697
794	0.002612967107
795	0.002601544206
796	0.002598702317
797	0.00259457848
798	0.002590462905
799	0.002582351624
800	0.002576120272
801	0.00257322798
802	0.00256955683
803	0.002566833855
804	0.002560245907
805	0.002556439155
806	0.002552479557
807	0.002549227758
808	0.002546518378
809	0.002539975827
810	0.002533994611
811	0.002528156056
812	0.002524321947
813	0.002522073855
814	0.00251678878
815	0.002511895131
816	0.002508813288
817	0.002503432
818	0.002498528832
819	0.002495145571
820	0.002492066376
821	0.002488872709
822	0.002480695001
823	0.00247526978
824	0.002472855797
825	0.00246928068
826	0.002466537964
827	0.002459535666
828	0.002454274979
829	0.002448263251
830	0.002445900182
831	0.002441090194
832	0.002436958268
833	0.002434015951
834	0.002424524903
835	0.002420230993
836	0.002415698809
837	0.002404928459
838	0.002401191749
839	0.002397665227
840	0.002392684051
841	0.002389969993
842	0.002388494858
843	0.002385507568
844	0.002378334778
845	0.002374861645
846	0.00237172429
847	0.002361924564
848	0.002357277926
849	0.002354816866
850	0.002351976929
851	0.002348596496
852	0.002342320134
853	0.002338362712
854	0.002332110157
855	0.002328508567
856	0.002324096667
857	0.002319160815
858	0.002317641912
859	0.002314409288
860	0.00231162906
861	0.002309464633
862	0.002304351091
863	0.00230025322
864	0.00229627028
865	0.002287916147
866	0.002284036937
867	0.002280973643
868	0.002277147452
869	0.002273286232
870	0.002268688313
871	0.002265388218
872	0.002258585761
873	0.00225496819
874	0.002248679852
875	0.002242166159
876	0.002235784697
877	0.002229189455
878	0.002226447212
879	0.002220014783
880	0.002217996357
881	0.002214733144
882	0.002210783262
883	0.002207246702
884	0.002200946519
885	0.002198023471
886	0.002194587754
887	0.002192115783
888	0.00218883899
889	0.002182807027
890	0.002178347113
891	0.002173749572
892	0.002169079316
893	0.00216466942
894	0.002162118932
895	0.002156267428
896	0.002152729378
897	0.002147304082
898	0.002142934271
899	0.002140588788
900	0.002137113926
901	0.002130649988
902	0.002125644804
903	0.002122480593
904	0.002121153317
905	0.002116048147
906	0.002114282951
907	0.002108853777
908	0.00210684494
909	0.002102795782
910	0.002096577516
911	0.002095673621
912	0.002092317544
913	0.002089896755
914	0.002088885799
915	0.002087510119
916	0.002082903162
917	0.002080185601
918	0.00207662229
919	0.002071076335
920	0.002065951842
921	0.002061807558
922	0.002058406368
923	0.002056297705
924	0.002053898542
925	0.002051747916
926	0.002046344215
927	0.002043892741
928	0.002042129137
929	0.002037985656
930	0.002035757315
931	0.002033735779
932	0.002027470863
933	0.002022164678
934	0.002019073658
935	0.002018302734
936	0.002012862
937	0.002011672423
938	0.002006461284
939	0.002002751764
940	0.001998643694
941	0.001993911659
942	0.001992591532
943	0.001989668983
944	0.001987508081
945	0.001983271784
946	0.0019800819
947	0.001975672974
948	0.001971741808
949	0.001969100851
950	0.00196695677
951	0.001962636622
952	0.001960175739
953	0.001957128486
954	0.001955979962
955	0.001952950585
956	0.00195072371
957	0.001948369326
958	0.001943013469
959	0.00193872807
960	0.001935219166
961	0.001931618656
962	0.001926983006
963	0.001920854739
964	0.001918980547
965	0.001914142766
966	0.001909134608
967	0.001904828045
968	0.001896895156
969	0.001892918281
970	0.001887157696
971	0.001884862374
972	0.001881031683
973	0.001878176881
974	0.00187674766
975	0.001874392262
976	0.001873413021
977	0.001871124
978	0.001868301634
979	0.001866152112
980	0.001862785677
981	0.001858079626
982	0.001854968239
983	0.001854049572
984	0.001851857005
985	0.001849977056
986	0.001847428761
987	0.001843686542
988	0.001839695535
989	0.001837322213
990	0.001834622157
991	0.001833568963
992	0.001831725409
993	0.001829868352
994	0.001826087827
995	0.001823445471
996	0.00182081921
997	0.001816589036
998	0.001814303879
999	0.001809734474
