iter	RMSE
0	0.3570920651
1	0.3500126632
2	0.3421549545
3	0.3343916946
4	0.3266710771
5	0.3189875833
6	0.3120771719
7	0.3051545978
8	0.298244402
9	0.2911064349
10	0.284416907
11	0.2780211349
12	0.2717306205
13	0.2656597414
14	0.2593478253
15	0.2536011315
16	0.2481986481
17	0.2427739814
18	0.2376056405
19	0.2322706581
20	0.2276776434
21	0.2225434402
22	0.2179739732
23	0.2131018222
24	0.2080080737
25	0.2033881421
26	0.1985197304
27	0.1942356621
28	0.1900702829
29	0.1859260162
30	0.1819159753
31	0.1785274334
32	0.174642798
33	0.1706861802
34	0.1675013075
35	0.16398118
36	0.1603221518
37	0.156588444
38	0.1532706431
39	0.1500480163
40	0.1467409232
41	0.1436204168
42	0.1404918331
43	0.1375246631
44	0.134768581
45	0.1317250291
46	0.1286682567
47	0.1258416927
48	0.1233517218
49	0.1209201087
50	0.118342836
51	0.1159319505
52	0.1137051818
53	0.1112898573
54	0.1089646774
55	0.106715393
56	0.1045900715
57	0.1023665329
58	0.1004844064
59	0.09839008606
60	0.09639764126
61	0.09461328698
62	0.09268998455
63	0.09076620431
64	0.08884589675
65	0.08709075479
66	0.08534446023
67	0.08358569779
68	0.08191382417
69	0.0802919432
70	0.07861912358
71	0.07697017099
72	0.07532580174
73	0.07373559823
74	0.07219608191
75	0.07085080296
76	0.06940300432
77	0.06799900024
78	0.06658712635
79	0.06526398579
80	0.06387036045
81	0.06264203479
82	0.06139820339
83	0.06015067372
84	0.05904362204
85	0.05785421735
86	0.05670572232
87	0.05568165785
88	0.05461163708
89	0.05358385914
90	0.05256284354
91	0.05153969395
92	0.05048051819
93	0.04946411757
94	0.04852570728
95	0.04761450851
96	0.04675452787
97	0.04594182138
98	0.045208208
99	0.04440427299
100	0.04357730235
101	0.04272185815
102	0.04193561201
103	0.041228221
104	0.04046184257
105	0.03972254012
106	0.03902374071
107	0.03842628812
108	0.03771218188
109	0.03699685415
110	0.03628716839
111	0.03564554031
112	0.0349391781
113	0.03427807225
114	0.03367502853
115	0.03306472809
116	0.03248820058
117	0.0319162624
118	0.03142224224
119	0.03086290632
120	0.03030606649
121	0.02976243284
122	0.02924476765
123	0.02872111809
124	0.02826285925
125	0.02783175059
126	0.02737597833
127	0.02698433445
128	0.02655201955
129	0.02611108104
130	0.02568283781
131	0.02525602547
132	0.02484613132
133	0.0244830605
134	0.0241081924
135	0.023758801
136	0.02340229892
137	0.02304524573
138	0.02272423445
139	0.02242714018
140	0.02209032831
141	0.02176143186
142	0.02141235141
143	0.02113323247
144	0.02081303456
145	0.0205059438
146	0.02023977221
147	0.01996181064
148	0.01971550197
149	0.01943740989
150	0.01917188048
151	0.01893904997
152	0.0186661221
153	0.01842472601
154	0.01820123981
155	0.01794646404
156	0.01770999319
157	0.01748434213
158	0.01726141491
159	0.01706255136
160	0.01685021591
161	0.0166569658
162	0.01645607036
163	0.01625620975
164	0.01608523231
165	0.01588817991
166	0.01571799759
167	0.01551982303
168	0.01533048242
169	0.01515487365
170	0.01497338411
171	0.01479506424
172	0.014633014
173	0.01447914699
174	0.01434653093
175	0.01419877604
176	0.0140650159
177	0.01392617489
178	0.01376840079
179	0.01362314169
180	0.01350160623
181	0.01335533142
182	0.01322972151
183	0.01310332209
184	0.01298973933
185	0.01288231824
186	0.01274714282
187	0.01264707988
188	0.01251421176
189	0.01240853699
190	0.01230105071
191	0.01218462301
192	0.01208123976
193	0.01197512474
194	0.01186206276
195	0.01175429997
196	0.011659752
197	0.01156409604
198	0.01147483635
199	0.01138745944
200	0.01130382527
201	0.01121449604
202	0.01113630527
203	0.0110564192
204	0.01096873435
205	0.0108866406
206	0.01081265523
207	0.01073245258
208	0.01064769714
209	0.01056882947
210	0.01050384484
211	0.0104176995
212	0.01035195848
213	0.01027544398
214	0.01024078594
215	0.01015904447
216	0.01006553392
217	0.009981152354
218	0.009915010172
219	0.009858046062
220	0.009803366819
221	0.009748796123
222	0.009684246517
223	0.009639389928
224	0.00957589324
225	0.009526708293
226	0.009473560094
227	0.009426066267
228	0.009366597792
229	0.009295321684
230	0.009239449223
231	0.009188519478
232	0.009144852002
233	0.009093069655
234	0.009062641484
235	0.009010687206
236	0.008984953518
237	0.008959746559
238	0.008904048124
239	0.008869694319
240	0.008842668311
241	0.008805360871
242	0.008780607647
243	0.008752240406
244	0.008717668041
245	0.00869087092
246	0.008665216009
247	0.008642882615
248	0.008618143121
249	0.008596029498
250	0.008572528675
251	0.008550224257
252	0.008528203802
253	0.00850418357
254	0.008484489701
255	0.008418135234
256	0.008396947266
257	0.008376210533
258	0.008354688971
259	0.008334173813
260	0.008315260937
261	0.008266511768
262	0.008215957566
263	0.008195905729
264	0.008178096356
265	0.008112545993
266	0.008094887337
267	0.00807652346
268	0.008058360184
269	0.008040709897
270	0.008023182516
271	0.008006583689
272	0.007987746856
273	0.007969890321
274	0.007952478472
275	0.007936675692
276	0.007920542458
277	0.00785808345
278	0.007842856001
279	0.00782627239
280	0.007810167692
281	0.00779386755
282	0.007778656676
283	0.007763761791
284	0.007749147139
285	0.007699613547
286	0.007685474247
287	0.007629826384
288	0.00758960504
289	0.007576388849
290	0.007563444356
291	0.007549541031
292	0.007536970681
293	0.007480758285
294	0.007425525704
295	0.007411427466
296	0.00735899339
297	0.007346567264
298	0.007333950748
299	0.00728899777
300	0.007276614164
301	0.007264364444
302	0.007211496836
303	0.007200323882
304	0.007188172962
305	0.007175924652
306	0.007162684446
307	0.007151136125
308	0.007138884578
309	0.007089506534
310	0.007078508047
311	0.007067567364
312	0.007057024055
313	0.007046441941
314	0.007036150546
315	0.007025861609
316	0.006979301834
317	0.006935913999
318	0.006892527941
319	0.006882642996
320	0.006872788536
321	0.006862431515
322	0.006852930199
323	0.006840560086
324	0.006830480079
325	0.0068209904
326	0.006781524119
327	0.006732936516
328	0.00669355916
